Chart,Static build time (seconds),Dynamic build time (seconds),Overhead (%)
ingress-nginx/ingress-nginx,7.101577281951904,4.634997606277466,-34.73284282835385
argo/argocd-image-updater,0.3508920669555664,0.26781773567199707,-23.67518080540962
bitnami/spark,1.3548505306243896,8.08262038230896,496.5691564946315
grafana/mimir-distributed,0.31924939155578613,17.06663203239441,5245.862038835604
k8s-dashboard/kubernetes-dashboard,3.1762964725494385,19.932748317718506,527.5468455159535
traefik/traefik,1.465409755706787,0.9332284927368164,-36.31620854832459
metrics-server/metrics-server,0.2583456039428711,0.20975136756896973,-18.809778696542942
gitlab/gitlab-runner,0.3079988956451416,0.19950056076049805,-35.22685841369023
hashicorp/consul,1.1259663105010986,0.9704294204711914,-13.81363621445186
jenkinsci/jenkins,0.637272834777832,0.613004207611084,-3.8082004821700344
harbor/harbor,2.3606648445129395,2.8493969440460205,20.703154904393806
elastic/logstash,0.27750706672668457,0.26296305656433105,-5.240951278793142
aws/aws-node-termination-handler,0.22649121284484863,0.20059657096862793,-11.432956515606232
nextcloud/nextcloud,0.41632866859436035,11.97511100769043,2776.359931714932
vmware-tanzu/velero,18.280518293380737,4.86235237121582,-73.40145233750594
apache-airflow/airflow,105.6718156337738,95.91536211967468,-9.232786865243241
external-secrets-operator/external-secrets,2.5534844398498535,14.4386887550354,465.45043038854016
external-dns/external-dns,2.317974805831909,0.29587864875793457,-87.23546744280746
cluster-autoscaler/cluster-autoscaler,0.38814234733581543,0.2817113399505615,-27.420612081054703
cilium/cilium,2.1212611198425293,0.9656891822814941,-54.47570441713552
rancher-stable/rancher,2.1571784019470215,0.8645176887512207,-59.92368141777582
fluent/fluent-bit,0.3679523468017578,0.3255929946899414,-11.512184248858294
Chart,Static cold start (seconds),Dynamic cold start (seconds),Overhead (%)
prometheus-community/alertmanager,1.2147350311279297,1.22701096534729,1.0105853461690044
ingress-nginx/ingress-nginx,4.605629205703735,4.834216833114624,4.963222552258432
argo/argocd-image-updater,1.2725520133972168,1.2376396656036377,-2.7434908299250393
bitnami/spark,2.08172345161438,15.21007776260376,630.6483361566744
grafana/mimir-distributed,1.2890479564666748,15.74757719039917,1121.6440134286256
k8s-dashboard/kubernetes-dashboard,1.8580503463745117,19.459219455718994,947.2923671680078
traefik/traefik,3.042311429977417,2.5040667057037354,-17.691966672776726
metrics-server/metrics-server,1.1822052001953125,1.1679162979125977,-1.2086651522387288
gitlab/gitlab-runner,1.1601247787475586,1.1830012798309326,1.971900049240472
hashicorp/consul,1.9543845653533936,2.0151925086975098,3.1113601909315562
jenkinsci/jenkins,1.496812105178833,1.5740604400634766,5.160857172210953
harbor/harbor,4.126353740692139,5.205302715301514,26.147757618773525
elastic/logstash,1.2399582862854004,1.3941211700439453,12.432908869892527
aws/aws-node-termination-handler,1.183335304260254,1.195103406906128,0.9944858911507499
nextcloud/nextcloud,1.3493824005126953,15.676966428756714,1061.7882686776024
vmware-tanzu/velero,6.742401599884033,5.745185852050781,-14.790215816429619
apache-airflow/airflow,92.88411688804626,87.50280141830444,-5.79357983908912
external-secrets-operator/external-secrets,3.1866891384124756,10.772337436676025,238.0416780170318
external-dns/external-dns,1.2715973854064941,1.2478783130645752,-1.8652973507284005
cluster-autoscaler/cluster-autoscaler,1.2827703952789307,1.285841464996338,0.2394091513734569
cilium/cilium,2.6196725368499756,3.1505019664764404,20.263197867652593
rancher-stable/rancher,1.5490975379943848,1.4714159965515137,-5.014632038176583
fluent/fluent-bit,1.3339133262634277,1.397904872894287,4.797279206296947
