Chart,Static build time (seconds),Dynamic build time (seconds),Overhead (%)
traefik/traefik,245709,245713,-0.0016279419964266672
metrics-server/metrics-server,10395,10395,0.0
gitlab/gitlab-runner,29222,29222,0.0
hashicorp/consul,210906,210909,-0.001422434639128332
jenkinsci/jenkins,79594,79594,0.0
harbor/harbor,49830,49830,0.0
elastic/logstash,14196,14198,-0.014088475626937165
aws/aws-node-termination-handler,14399,14399,0.0
nextcloud/nextcloud,277745,38393,86.176888872887
vmware-tanzu/velero,35762,35762,0.0
apache-airflow/airflow,204617,141685,30.755997790994883
external-secrets-operator/external-secrets,109956,106875,2.802029902870239
external-dns/external-dns,17173,17173,0.0
cluster-autoscaler/cluster-autoscaler,30677,30677,0.0
cilium/cilium,219432,219439,-0.0031900543220678844
rancher-stable/rancher,15142,15143,-0.00660414740457007
fluent/fluent-bit,15087,15087,0.0
datadog/datadog,195931,195929,0.0010207675150945997
istio-official/gateway,11349,11351,-0.01762269803506917
sonarqube/sonarqube,152332,41546,72.72667594464723
gitea/gitea,419755,49514,88.20407142261557
nfs-subdir-external-provisioner/nfs-subdir-external-provisioner,5993,5994,-0.01668613382279326
nginx/nginx-ingress,42672,42675,-0.007030371203599551
runix/pgadmin4,14764,14763,0.00677323218639935
artifact-hub/artifact-hub,52518,23256,55.71803952930424
oauth2-proxy/oauth2-proxy,131396,24016,81.72242686230935
bitnami-labs/sealed-secrets,21643,21643,0.0
mojo2600/pihole,25890,25890,0.0
kedacore/keda,95906,95906,0.0
sentry/sentry,588504,88286,84.99823280725364
goauthentik/authentik,202520,22340,88.96899071696622
descheduler/descheduler,8713,8715,-0.02295420635831516
jaegertracing/jaeger,316374,27731,91.23474116077807
jupyterhub/jupyterhub,46273,46275,-0.004322174918418948
kubeview/kubeview,5233,5235,-0.03821899484043569
airflow-helm/airflow,133663,72095,46.062111429490585
kvaps/nfs-server-provisioner,7422,7422,0.0
pmint93/metabase,12503,12503,0.0
dex/dex,16353,16353,0.0
chartmuseum/chartmuseum,22483,22483,0.0
nats/nats,20007,20007,0.0
cloudnative-pg/cloudnative-pg,165892,149126,10.106575362283895
stakater/reloader,9138,9138,0.0
renovate/renovate,145969,23273,84.05620371448732
codecentric/keycloak,79071,25796,67.37615560698612
crossplane/crossplane,19200,19204,-0.020833333333333336
twuni/docker-registry,14570,14570,0.0
falcosecurity/falco,178212,93741,47.39916503939129
uptime-kuma/uptime-kuma,8698,8698,0.0
kong/kong,161782,104715,35.274010705764546
Chart,Static pull time (seconds),Dynamic pull time (seconds),Overhead (%)
prometheus-community/alertmanager,1.2210373878479004,1.2292859554290771,-0.6755376750350783
ingress-nginx/ingress-nginx,1.1922328472137451,1.2467634677886963,-4.573823033175905
argo/argocd-image-updater,1.1935458183288574,1.279425859451294,-7.195370282699446
bitnami/spark,1.2163333892822266,1.2214312553405762,-0.4191174971656352
grafana/mimir-distributed,1.2186017036437988,1.4115850925445557,-15.836461439673688
k8s-dashboard/kubernetes-dashboard,1.3815791606903076,1.4854881763458252,-7.521032352833067
traefik/traefik,1.281449794769287,1.211397409439087,5.46665079007738
metrics-server/metrics-server,1.2050950527191162,1.4345028400421143,-19.036489014320804
gitlab/gitlab-runner,1.3207790851593018,1.1981430053710938,9.28513187149815
hashicorp/consul,1.2828245162963867,1.4433438777923584,-12.512963344308655
jenkinsci/jenkins,1.3118433952331543,1.2418992519378662,5.331744898014819
harbor/harbor,1.5385303497314453,1.1527445316314697,25.07495664075236
elastic/logstash,1.1740314960479736,1.384282112121582,-17.90843063251321
aws/aws-node-termination-handler,1.193894624710083,1.1724634170532227,1.7950669358331819
nextcloud/nextcloud,1.4678232669830322,1.226637840270996,16.431503174613745
vmware-tanzu/velero,1.2197072505950928,1.273716926574707,-4.4280851780837605
apache-airflow/airflow,1.3398325443267822,1.2417809963226318,7.318194233997934
external-secrets-operator/external-secrets,1.3407046794891357,1.2490718364715576,6.834677645228631
external-dns/external-dns,1.1617450714111328,1.1940224170684814,-2.7783501261720374
cluster-autoscaler/cluster-autoscaler,1.2851178646087646,1.2152965068817139,5.433070354858609
cilium/cilium,1.2577311992645264,1.4180784225463867,-12.748926271020814
rancher-stable/rancher,1.1404955387115479,1.2735390663146973,-11.665414119326822
fluent/fluent-bit,1.2073490619659424,1.2621409893035889,-4.538201011100142
