Chart,Static build time (seconds),Dynamic build time (seconds),Overhead (%)
jupyterhub/jupyterhub,0.10082173347473145,0.18362021446228027,-82.12364351809155
kubeview/kubeview,0.08741974830627441,0.0658869743347168,24.631475597616355
airflow-helm/airflow,15.196778059005737,0.09372639656066895,99.38324823724642
kvaps/nfs-server-provisioner,0.07550287246704102,0.0547025203704834,27.54908709683531
pmint93/metabase,0.06282448768615723,0.05226564407348633,16.80689170983473
dex/dex,0.0686647891998291,0.06519627571105957,5.051371349405036
chartmuseum/chartmuseum,0.06531119346618652,0.06473183631896973,0.8870717505977695
nats/nats,0.0671546459197998,0.06759333610534668,-0.6532536647885624
cloudnative-pg/cloudnative-pg,7.716910362243652,0.10046792030334473,98.69808102482438
stakater/reloader,0.05751967430114746,0.06948161125183105,-20.79625292740047
renovate/renovate,6.4356255531311035,0.05731940269470215,99.10934217316583
codecentric/keycloak,17.93397092819214,0.0763704776763916,99.57415745803213
crossplane/crossplane,7.6543684005737305,7.852036476135254,-2.5824217651544874
twuni/docker-registry,0.06790328025817871,0.07862353324890137,-15.787533312032359
falcosecurity/falco,14.118942260742188,0.08694577217102051,99.38419061027841
uptime-kuma/uptime-kuma,0.061344146728515625,0.06593132019042969,-7.477768795472918
kong/kong,8.462795495986938,0.08811450004577637,98.95880149665012
Chart,Static package size (bytes),Dynamic package size (bytes),Overhead (%)
prometheus-community/alertmanager,14300,14301,-0.006993006993006993
ingress-nginx/ingress-nginx,57768,57770,-0.0034621243595069936
argo/argocd-image-updater,9367,9367,0.0
bitnami/spark,49650,33409,32.71097683786506
grafana/mimir-distributed,216698,172667,20.319061551098763
k8s-dashboard/kubernetes-dashboard,378134,13481,96.43486171568809
traefik/traefik,245708,245713,-0.0020349357774268645
metrics-server/metrics-server,10395,10396,-0.009620009620009619
gitlab/gitlab-runner,29222,29222,0.0
hashicorp/consul,210907,210910,-0.0014224278947593016
jenkinsci/jenkins,79592,79592,0.0
harbor/harbor,49833,49833,0.0
elastic/logstash,14196,14198,-0.014088475626937165
aws/aws-node-termination-handler,14399,14399,0.0
nextcloud/nextcloud,277745,38393,86.176888872887
vmware-tanzu/velero,35763,35763,0.0
apache-airflow/airflow,204611,141679,30.756899677925432
external-secrets-operator/external-secrets,109956,106873,2.8038488122521734
external-dns/external-dns,17171,17171,0.0
cluster-autoscaler/cluster-autoscaler,30677,30677,0.0
cilium/cilium,219433,219435,-0.0009114399383866602
rancher-stable/rancher,15141,15142,-0.006604583581005217
fluent/fluent-bit,15087,15086,0.006628222973420826
datadog/datadog,195933,195935,-0.0010207570955377604
istio-official/gateway,11349,11349,0.0
sonarqube/sonarqube,152717,41548,72.79412246180844
gitea/gitea,419750,49516,88.20345443716498
nfs-subdir-external-provisioner/nfs-subdir-external-provisioner,5995,5996,-0.016680567139282735
nginx/nginx-ingress,42671,42673,-0.004687023974127628
runix/pgadmin4,14763,14763,0.0
artifact-hub/artifact-hub,52517,23252,55.72481291772188
oauth2-proxy/oauth2-proxy,131391,24014,81.72325349529268
bitnami-labs/sealed-secrets,21642,21642,0.0
mojo2600/pihole,25890,25890,0.0
kedacore/keda,95904,95906,-0.002085418752085419
sentry/sentry,587719,88282,84.97887595942959
goauthentik/authentik,202938,22340,88.9917117543289
descheduler/descheduler,8711,8713,-0.022959476523935256
jaegertracing/jaeger,316422,27781,91.22026913425742
jupyterhub/jupyterhub,46269,46271,-0.0043225485746396074
kubeview/kubeview,5236,5237,-0.019098548510313215
airflow-helm/airflow,133667,72101,46.05923676000808
kvaps/nfs-server-provisioner,7423,7423,0.0
pmint93/metabase,12503,12503,0.0
dex/dex,16354,16354,0.0
chartmuseum/chartmuseum,22483,22483,0.0
nats/nats,20003,20003,0.0
cloudnative-pg/cloudnative-pg,165890,149128,10.104285972632468
stakater/reloader,9138,9138,0.0
renovate/renovate,146390,23273,84.10205615137646
codecentric/keycloak,79074,25798,67.3748640513949
crossplane/crossplane,19202,19203,-0.005207790855119258
twuni/docker-registry,14569,14569,0.0
falcosecurity/falco,178156,93742,47.38206964682637
uptime-kuma/uptime-kuma,8700,8700,0.0
kong/kong,161778,104715,35.27241034009569
Chart,Static pull time (seconds),Dynamic pull time (seconds),Overhead (%)
prometheus-community/alertmanager,1.2612974643707275,1.2954747676849365,-2.709694126853759
ingress-nginx/ingress-nginx,1.2339565753936768,1.1638522148132324,5.681266422043945
argo/argocd-image-updater,1.9985666275024414,1.3045644760131836,34.72499450051034
bitnami/spark,1.212238073348999,1.3487112522125244,-11.257951871326455
grafana/mimir-distributed,1.3772993087768555,2.408482551574707,-74.86994556859389
k8s-dashboard/kubernetes-dashboard,1.4877684116363525,1.2907211780548096,13.244482947773879
traefik/traefik,1.5036687850952148,1.522733449935913,-1.267876611503313
metrics-server/metrics-server,1.3607864379882812,1.2698688507080078,6.6812531887576325
gitlab/gitlab-runner,1.2181427478790283,1.290245532989502,-5.91907518523716
hashicorp/consul,1.286921739578247,1.291351318359375,-0.3441995456988396
jenkinsci/jenkins,1.386237382888794,1.6914856433868408,-22.01991262578253
harbor/harbor,1.2953097820281982,1.260660171508789,2.6750057013508197
elastic/logstash,1.3018991947174072,1.3090343475341797,-0.5480572417376164
aws/aws-node-termination-handler,1.272350549697876,1.380993366241455,-8.538748741011407
nextcloud/nextcloud,1.2384414672851562,1.2125482559204102,2.0907900816263667
vmware-tanzu/velero,1.1962878704071045,1.2091553211212158,-1.0756149111277413
apache-airflow/airflow,1.449751853942871,1.2755279541015625,12.01749798542931
external-secrets-operator/external-secrets,1.2349627017974854,1.4340994358062744,-16.124918891796973
external-dns/external-dns,1.4383723735809326,1.2436869144439697,13.535122247396847
cluster-autoscaler/cluster-autoscaler,1.1976244449615479,1.1578707695007324,3.3193774248731036
cilium/cilium,3.292494058609009,1.3732244968414307,58.29227107484648
rancher-stable/rancher,1.2838008403778076,1.3137891292572021,-2.3358988354119887
fluent/fluent-bit,1.3398106098175049,1.314225673675537,1.909593486907279
